MONTH,BOROUGH,BOROUGH_ID,COMMUNITYDISTRICT,BORO_CD,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED
2021 / 03,Brooklyn,3,13,313,2253.4,204.7,260.2
2021 / 03,Brooklyn,3,14,314,5054.1,518.9,479.7
2021 / 03,Brooklyn,3,15,315,4853.2,587,575.5
2021 / 03,Brooklyn,3,16,316,2427.7,123.6,196.8
2021 / 03,Brooklyn,3,17,317,4746.6,351.2,490.7
2021 / 03,Brooklyn,3,18,318,5901.4,585.5,666.2
2021 / 03,Queens,4,01,401,4285.6,669.3,714.4
2021 / 03,Queens,4,02,402,3272.5,461.2,458.9
2021 / 03,Queens,4,03,403,5383.3,397.6,553
2021 / 03,Queens,4,04,404,4330.1,364.1,579.1
2021 / 03,Queens,4,05,405,5193.9,645.4,801.2
2021 / 03,Queens,4,06,406,2973.7,421,432.6
2021 / 03,Queens,4,07,407,6926.8,798,810.3
2021 / 03,Queens,4,08,408,3838.5,481.6,462.6
2021 / 03,Queens,4,09,409,4345.3,450.3,638.9
2021 / 03,Queens,4,10,410,3975.8,384.4,610.8
2021 / 03,Queens,4,11,411,3110.5,469,481.4
2021 / 03,Queens,4,12,412,7119.8,544.6,952
2021 / 03,Queens,4,13,413,5640,455.7,950.8
2021 / 03,Queens,4,14,414,3227.1,257.6,296.9
2021 / 03,Staten Island,5,01,501,5940.9,640.8,788.3
2021 / 03,Staten Island,5,02,502,4538.7,557.1,620
2021 / 03,Staten Island,5,03,503,6151.9,760.8,758.3
2021 / 02,Manhattan,1,01,101,1121.1,322.5,229.1
2021 / 02,Manhattan,1,02,102,1656.5,385.4,282.3
2021 / 02,Manhattan,1,03,103,2458.4,324.6,294.9
2021 / 02,Manhattan,1,04,104,2041.3,453.7,342
2021 / 02,Manhattan,1,05,105,1076.1,235.2,166
2021 / 02,Manhattan,1,06,106,2328,484.4,395.4
2021 / 02,Manhattan,1,07,107,3772.9,886.2,715.9
2021 / 02,Manhattan,1,08,108,4054.5,948.6,725.7
2021 / 02,Manhattan,1,09,109,1875.7,227.8,242.3
2021 / 02,Manhattan,1,10,110,2335,241.5,231.5
2021 / 02,Manhattan,1,11,111,1920.2,198.2,180.9
2021 / 02,Manhattan,1,12,112,4200.4,425.7,471
2021 / 02,Bronx,2,01,201,1904.4,132.1,130.8
2021 / 02,Bronx,2,02,202,1402.9,109.4,133
2021 / 02,Bronx,2,03,203,1890.8,141.7,177.6
2021 / 02,Bronx,2,04,204,3618.8,247.9,317.5
2021 / 02,Bronx,2,05,205,3109.6,229.4,309.4
2021 / 02,Bronx,2,06,206,2064.4,164.3,192.2
2021 / 02,Bronx,2,07,207,3300.6,294.4,429.7
2021 / 02,Bronx,2,08,208,2027.3,299.2,360.3
2021 / 02,Bronx,2,09,209,3161.9,216.9,317.8
2021 / 02,Bronx,2,10,210,2034.4,267.2,344.3
2021 / 02,Bronx,2,11,211,2536.8,259.8,313.9
2021 / 02,Bronx,2,12,212,3141.5,315.4,476.1
2021 / 02,Brooklyn,3,01,301,5146.5,677.6,484.1
2021 / 02,Brooklyn,3,02,302,2068.2,460.3,395.6
2021 / 02,Brooklyn,3,03,303,3596.3,382.1,345.2
2021 / 02,Brooklyn,3,04,304,2743.8,280.1,354.2
2021 / 02,Brooklyn,3,05,305,3980.1,237.7,349.4
2021 / 02,Brooklyn,3,06,306,1827.9,491.2,390.2
2021 / 02,Brooklyn,3,07,307,2903.6,350.4,354.6
2021 / 02,Brooklyn,3,08,308,2298.2,283,267.9
2021 / 02,Brooklyn,3,09,309,2610.5,236.5,229.6
2021 / 02,Brooklyn,3,10,310,2841.6,418.8,434
2021 / 02,Brooklyn,3,11,311,4307.5,504.5,492.7
2021 / 02,Brooklyn,3,12,312,5808,634.2,355.2
2021 / 02,Brooklyn,3,13,313,1801.2,163.2,188.1
2021 / 02,Brooklyn,3,14,314,4073.5,426,375.9
2021 / 02,Brooklyn,3,15,315,3847.7,484.2,456.6
2021 / 02,Brooklyn,3,16,316,2164,88.5,161.8
2021 / 02,Brooklyn,3,17,317,3516.5,254.5,380
2021 / 02,Brooklyn,3,18,318,4257.7,426.6,542.2
2021 / 02,Queens,4,01,401,3376.2,563.1,591.7
2021 / 02,Queens,4,02,402,2648.2,392.1,386.2
2021 / 02,Queens,4,03,403,4059.9,350.7,451.2
2021 / 02,Queens,4,04,404,3505.7,317.2,400.6
2021 / 02,Queens,4,05,405,3871.6,517.1,658.6
2021 / 02,Queens,4,06,406,2340.3,361.7,355.2
2021 / 02,Queens,4,07,407,5389.6,665.2,659.7
2021 / 02,Queens,4,08,408,2949.3,383.2,358.1
2021 / 02,Queens,4,09,409,3189.2,345.9,493.1
2021 / 02,Queens,4,10,410,2844.9,295,437.7
2021 / 02,Queens,4,11,411,2216.6,370.1,369.8
2021 / 02,Queens,4,12,412,5060.5,406.2,723.7
2021 / 02,Queens,4,13,413,3787.1,352,693.3
2021 / 02,Queens,4,14,414,2480.8,211.7,211.8
2021 / 02,Staten Island,5,01,501,4009.7,480.9,563.4
2021 / 02,Staten Island,5,02,502,3169.7,444.6,458.2
2021 / 02,Staten Island,5,03,503,4382.1,618.5,592.7
2021 / 01,Manhattan,1,01,101,1175.8,385.3,267.6
2021 / 01,Manhattan,1,02,102,1659.6,397,296.3
2021 / 01,Manhattan,1,03,103,2528.5,366.2,334.4
2021 / 01,Manhattan,1,04,104,2129.4,524.5,433.7
2021 / 01,Manhattan,1,05,105,1120.7,260.9,182.2
2021 / 01,Manhattan,1,06,106,2465.9,546.6,442.4
2021 / 01,Manhattan,1,07,107,4122.7,1046.4,816
2021 / 01,Manhattan,1,08,108,4386,1081.5,819.8
2021 / 01,Manhattan,1,09,109,2083.8,314.7,316.4
2021 / 01,Manhattan,1,10,110,2612.8,293.9,289.6
2021 / 01,Manhattan,1,11,111,2204.5,222.1,208.7
2021 / 01,Manhattan,1,12,112,4615.6,496.9,569.3
2021 / 01,Bronx,2,01,201,2092.5,164.5,172.2
2021 / 01,Bronx,2,02,202,1546.8,145.7,173.4
2021 / 01,Bronx,2,03,203,2075.5,148.7,200.4
2021 / 01,Bronx,2,04,204,3989.2,310.7,404.8
2021 / 01,Bronx,2,05,205,3402.7,275.2,406.1
2021 / 01,Bronx,2,06,206,2248.6,205.6,220.9
2021 / 01,Bronx,2,07,207,3636.4,358.5,552
2021 / 01,Bronx,2,08,208,2302.2,350,410.6
2021 / 01,Bronx,2,09,209,3688.7,271.7,410.4
2021 / 01,Bronx,2,10,210,2509.6,363.3,454.7
2021 / 01,Bronx,2,11,211,2954,328.3,398.6
2021 / 01,Bronx,2,12,212,3697.3,418.6,625.2
2021 / 01,Brooklyn,3,01,301,5452.2,827.4,565.6
2021 / 01,Brooklyn,3,02,302,2419.6,562.5,471.8
2021 / 01,Brooklyn,3,03,303,4108.9,472.8,462.8
2021 / 01,Brooklyn,3,04,304,3132.2,341.4,436.2
2021 / 01,Brooklyn,3,05,305,4538.8,301.3,468.4
2021 / 01,Brooklyn,3,06,306,2126.6,611.2,481.5
2021 / 01,Brooklyn,3,07,307,3250.2,439.8,433.5
2021 / 01,Brooklyn,3,08,308,2603.9,342.2,327.2
2021 / 01,Brooklyn,3,09,309,2971.3,342.4,322.8
2021 / 01,Brooklyn,3,10,310,3350.3,510.8,532.5
2021 / 01,Brooklyn,3,11,311,4938.4,608.5,598.6
2021 / 01,Brooklyn,3,12,312,6263.8,725.9,393.9
2021 / 01,Brooklyn,3,13,313,2035.1,207.3,260.1
2021 / 01,Brooklyn,3,14,314,4636,512.2,483.6
2021 / 01,Brooklyn,3,15,315,4402.3,578.3,550.1
2021 / 01,Brooklyn,3,16,316,2187.4,143.6,217.4
2021 / 01,Brooklyn,3,17,317,4231.1,356.9,502.5
2021 / 01,Brooklyn,3,18,318,5213.7,612.6,677.7
2021 / 01,Queens,4,01,401,3895.6,677,715.3
2021 / 01,Queens,4,02,402,2931.6,460.6,467.9
2021 / 01,Queens,4,03,403,4691.4,448.8,571.3
2021 / 01,Queens,4,04,404,3924.5,363.4,587
2021 / 01,Queens,4,05,405,4760.2,688.6,872.8
2021 / 01,Queens,4,06,406,2685.3,439.5,428.7
2021 / 01,Queens,4,07,407,6141.7,833,830.5
2021 / 01,Queens,4,08,408,3487,477.6,433.2
2021 / 01,Queens,4,09,409,3794.8,445.9,625
2021 / 01,Queens,4,10,410,3515.7,382.2,571.5
2021 / 01,Queens,4,11,411,2700.7,478.2,463.9
2021 / 01,Queens,4,12,412,6191.4,542.5,949
2021 / 01,Queens,4,13,413,4776.5,485.3,901.8
2021 / 01,Queens,4,14,414,2964.9,284.1,307.5
2021 / 01,Staten Island,5,01,501,5112.4,689.8,747.6
2021 / 01,Staten Island,5,02,502,3950.4,574.7,605.6
2021 / 01,Staten Island,5,03,503,5633.6,874.2,777.7
2021 / 01,Queens,,7A,7A,,,
2020 / 12,Manhattan,1,01,101,1252.2,401.5,268.2
2020 / 12,Manhattan,1,02,102,1813.5,481.6,346.3
2020 / 12,Manhattan,1,03,103,2773.5,389.9,354.4
2020 / 12,Manhattan,1,04,104,2305.2,536.6,424.1
2020 / 12,Manhattan,1,05,105,1189.7,296.3,202.2
2020 / 12,Manhattan,1,06,106,2646.9,632.2,473.5
2020 / 12,Manhattan,1,07,107,4467.1,1168.4,844
2020 / 12,Manhattan,1,08,108,4829.9,1259,871.1
2020 / 12,Manhattan,1,09,109,2245.3,280,280
2020 / 12,Manhattan,1,10,110,2843.8,368.7,322.5
2020 / 12,Manhattan,1,11,111,2322.7,276.6,235.9
2020 / 12,Manhattan,1,12,112,5082.2,639.3,659.9
2020 / 12,Bronx,2,01,201,2275.7,177,181.3
2020 / 12,Bronx,2,02,202,1723.3,163,188.1
2020 / 12,Bronx,2,03,203,2281.5,225.5,259.8
2020 / 12,Bronx,2,04,204,4395.5,339.7,405.9
2020 / 12,Bronx,2,05,205,3740.1,311.9,398.7
2020 / 12,Bronx,2,06,206,2479.2,240.7,270.5
2020 / 12,Bronx,2,07,207,3950,427.3,589.9
2020 / 12,Bronx,2,08,208,2536.3,426.9,473.1
2020 / 12,Bronx,2,09,209,3935.6,315.2,458.2
2020 / 12,Bronx,2,10,210,2779.9,403.7,474.4
2020 / 12,Bronx,2,11,211,3268.6,359.4,452.1
2020 / 12,Bronx,2,12,212,4174,488.3,684.6
2020 / 12,Brooklyn,3,01,301,5989.1,925.8,661.6
2020 / 12,Brooklyn,3,02,302,2573.2,625.8,487.5
2020 / 12,Brooklyn,3,03,303,4404.9,561.3,503.1
2020 / 12,Brooklyn,3,04,304,3379.6,353.5,449.7
2020 / 12,Brooklyn,3,05,305,5128.4,392.8,531.6
2020 / 12,Brooklyn,3,06,306,2336.9,687.6,511.7
2020 / 12,Brooklyn,3,07,307,3523.2,507.8,478.2
2020 / 12,Brooklyn,3,08,308,2851.4,432.3,380.6
2020 / 12,Brooklyn,3,09,309,3272.2,355.9,316.9
2020 / 12,Brooklyn,3,10,310,3688.1,617.9,578.3
2020 / 12,Brooklyn,3,11,311,5344.1,707,635.2
2020 / 12,Brooklyn,3,12,312,6782.2,875.5,450.3
2020 / 12,Brooklyn,3,13,313,2218.2,217.5,240.5
2020 / 12,Brooklyn,3,14,314,5176.3,562.8,480
2020 / 12,Brooklyn,3,15,315,4869,685.1,602.6
2020 / 12,Brooklyn,3,16,316,2449,162.5,222
2020 / 12,Brooklyn,3,17,317,4839.4,430.8,560.2
2020 / 12,Brooklyn,3,18,318,5894.8,756.5,756.6
2020 / 12,Queens,4,01,401,4219.3,775.6,753.8
2020 / 12,Queens,4,02,402,3207.7,563.5,519.1
2020 / 12,Queens,4,03,403,5214.1,504.2,637.7
2020 / 12,Queens,4,04,404,4227.9,456.7,697.9
2020 / 12,Queens,4,05,405,5191.7,794.5,918.7
2020 / 12,Queens,4,06,406,2966.4,523.1,467.1
2020 / 12,Queens,4,07,407,6902.1,949.7,896.9
2020 / 12,Queens,4,08,408,3871.2,549.1,474.1
2020 / 12,Queens,4,09,409,4198.8,523.5,691.6
2020 / 12,Queens,4,10,410,3923.3,466.4,643.7
2020 / 12,Queens,4,11,411,3152.1,570.2,529.2
2020 / 12,Queens,4,12,412,7175.7,648.6,1024.4
2020 / 12,Queens,4,13,413,5563.5,578.5,1027.6
2020 / 12,Queens,4,14,414,3341.4,322.1,329
2020 / 12,Staten Island,5,01,501,5801.1,787.2,831
2020 / 12,Staten Island,5,02,502,4435.9,733.9,653.6
2020 / 12,Staten Island,5,03,503,6378.5,1053.5,863.3
2020 / 12,Queens,,7A,7A,,,
2020 / 11,Manhattan,1,01,101,1207.1,325.3,224.3
2020 / 11,Manhattan,1,02,102,1920,420,309
2020 / 11,Manhattan,1,03,103,2718.3,318.1,289.2
2020 / 11,Manhattan,1,04,104,2242.7,409.9,350.3
2020 / 11,Manhattan,1,05,105,1152.3,236.1,164.1
2020 / 11,Manhattan,1,06,106,2567.4,456.3,356
2020 / 11,Manhattan,1,07,107,4425.6,953.8,728.4
2020 / 11,Manhattan,1,08,108,4605.8,1013.6,729.1
2020 / 11,Manhattan,1,09,109,2168.6,240.3,245.4
2020 / 11,Manhattan,1,10,110,2730.2,254.6,238.6
2020 / 11,Manhattan,1,11,111,2195.4,209.5,189.4
2020 / 11,Manhattan,1,12,112,4980.6,432.5,474.8
2020 / 11,Bronx,2,01,201,2244.8,166.2,157.7
2020 / 11,Bronx,2,02,202,1614.8,99.9,126.3
2020 / 11,Bronx,2,03,203,2187.7,160.8,208.6
2020 / 11,Bronx,2,04,204,4266.4,299.1,394.9
2020 / 11,Bronx,2,05,205,3625.7,266.2,378.8
2020 / 11,Bronx,2,06,206,2438.6,170.8,208.8
2020 / 11,Bronx,2,07,207,3863.3,328,504.2
2020 / 11,Bronx,2,08,208,2578.3,339.3,382.4
2020 / 11,Bronx,2,09,209,3985.2,243.5,374
2020 / 11,Bronx,2,10,210,2911.9,293.7,402.2
2020 / 11,Bronx,2,11,211,3441.7,265.8,385.6
2020 / 11,Bronx,2,12,212,4292.3,385.7,571.6
2020 / 11,Brooklyn,3,01,301,5682.1,691,518.5
2020 / 11,Brooklyn,3,02,302,2638.5,500.7,422.8
2020 / 11,Brooklyn,3,03,303,4488.1,438,435.7
2020 / 11,Brooklyn,3,04,304,3424.2,325.1,412.1
2020 / 11,Brooklyn,3,05,305,5117.3,285.9,452.8
2020 / 11,Brooklyn,3,06,306,2383.8,549.9,440.8
2020 / 11,Brooklyn,3,07,307,3469.4,418.1,403.5
2020 / 11,Brooklyn,3,08,308,2839.1,346.6,329.2
2020 / 11,Brooklyn,3,09,309,3132.5,299.3,252.8
2020 / 11,Brooklyn,3,10,310,3767.8,486.7,471
2020 / 11,Brooklyn,3,11,311,5301.1,568.4,547.4
2020 / 11,Brooklyn,3,12,312,6513.2,655.3,359.1
2020 / 11,Brooklyn,3,13,313,2136.5,186.6,222.9
2020 / 11,Brooklyn,3,14,314,5135.9,495.4,447.5
2020 / 11,Brooklyn,3,15,315,4946.5,554.5,512.7
2020 / 11,Brooklyn,3,16,316,2382.1,112,185.7
2020 / 11,Brooklyn,3,17,317,4805,336.9,462.6
2020 / 11,Brooklyn,3,18,318,6116.7,562.4,609.5
2020 / 11,Queens,4,01,401,4221.7,641.8,657
2020 / 11,Queens,4,02,402,3195.6,428.7,422.5
2020 / 11,Queens,4,03,403,5239,373.5,542.2
2020 / 11,Queens,4,04,404,4148.6,335.9,546.4
2020 / 11,Queens,4,05,405,5513,605.1,736.4
2020 / 11,Queens,4,06,406,2981.1,388.3,382.1
2020 / 11,Queens,4,07,407,7212,760.5,760.6
2020 / 11,Queens,4,08,408,4010.8,430.4,405.3
2020 / 11,Queens,4,09,409,4449.3,400.2,616.7
2020 / 11,Queens,4,10,410,4307.4,357.2,563.3
2020 / 11,Queens,4,11,411,3628.3,445.6,443.3
2020 / 11,Queens,4,12,412,7505.6,497.2,859.5
2020 / 11,Queens,4,13,413,6203.2,466.8,834.6
2020 / 11,Queens,4,14,414,3268.5,250.5,279.1
2020 / 11,Staten Island,5,01,501,6384.4,605.5,693
2020 / 11,Staten Island,5,02,502,4976.6,530.5,530.5
2020 / 11,Staten Island,5,03,503,6941.5,749.6,685.3
2020 / 11,Queens,,7A,7A,,,
2020 / 10,Manhattan,1,01,101,1341.7,434.7,289.9
2020 / 10,Manhattan,1,02,102,2010.9,455.1,322.5
2020 / 10,Manhattan,1,03,103,2911,413.2,359.6
2020 / 10,Manhattan,1,04,104,2418.5,563,453.2
2020 / 10,Manhattan,1,05,105,1269.2,298.9,186.5
2020 / 10,Manhattan,1,06,106,2851.2,621.8,482.4
2020 / 10,Manhattan,1,07,107,4625,1123.8,825.4
2020 / 10,Manhattan,1,08,108,5017.6,1195.9,863.2
2020 / 10,Manhattan,1,09,109,2300.3,318,315.6
2020 / 10,Manhattan,1,10,110,2833.9,301.2,293.6
2020 / 10,Manhattan,1,11,111,2310.5,221.9,196.3
2020 / 10,Manhattan,1,12,112,5136.1,546,577.3
2020 / 10,Bronx,2,01,201,2307.4,167.6,170
2020 / 10,Bronx,2,02,202,1736.9,157.1,199.5
2020 / 10,Bronx,2,03,203,2207.6,162.1,222.2
2020 / 10,Bronx,2,04,204,4402.9,323.7,411.7
2020 / 10,Bronx,2,05,205,3773,288.3,412.8
2020 / 10,Bronx,2,06,206,2473.6,193.8,230.5
2020 / 10,Bronx,2,07,207,3923,393.4,623.1
2020 / 10,Bronx,2,08,208,2557.6,370.7,411.1
2020 / 10,Bronx,2,09,209,4119.7,296.4,446.5
2020 / 10,Bronx,2,10,210,2959.5,349.8,489.3
2020 / 10,Bronx,2,11,211,3477.6,304.2,449.8
2020 / 10,Bronx,2,12,212,4405.8,444.6,648.6
2020 / 10,Brooklyn,3,01,301,6226.8,879.7,645.7
2020 / 10,Brooklyn,3,02,302,2745,566.2,464.3
2020 / 10,Brooklyn,3,03,303,4542,486.7,473.9
2020 / 10,Brooklyn,3,04,304,3562.6,371.2,460
2020 / 10,Brooklyn,3,05,305,5295.8,301.4,503.6
2020 / 10,Brooklyn,3,06,306,2368.5,642,493
2020 / 10,Brooklyn,3,07,307,3555,456.1,450.2
2020 / 10,Brooklyn,3,08,308,2897.2,363.2,335
2020 / 10,Brooklyn,3,09,309,3272.6,362.4,316.8
2020 / 10,Brooklyn,3,10,310,3702.3,543,529.8
2020 / 10,Brooklyn,3,11,311,5465.9,666.2,627.4
2020 / 10,Brooklyn,3,12,312,7031.3,783.2,446.2
2020 / 10,Brooklyn,3,13,313,2302.1,205.8,255.6
2020 / 10,Brooklyn,3,14,314,5203.5,533.9,505.8
2020 / 10,Brooklyn,3,15,315,5126.4,626.8,578.7
2020 / 10,Brooklyn,3,16,316,2461.2,131.5,234.5
2020 / 10,Brooklyn,3,17,317,4840.6,372.6,508.4
2020 / 10,Brooklyn,3,18,318,6102.5,635,732.8
2020 / 10,Queens,4,01,401,4278.6,689.5,708
2020 / 10,Queens,4,02,402,3341.8,468.4,452.9
2020 / 10,Queens,4,03,403,5410.9,446.4,631.2
2020 / 10,Queens,4,04,404,4289.6,386.8,653.2
2020 / 10,Queens,4,05,405,5371.9,689.8,856.5
2020 / 10,Queens,4,06,406,3015.4,455.6,436.2
2020 / 10,Queens,4,07,407,7239.3,862.8,895
2020 / 10,Queens,4,08,408,4121.9,503.7,478.2
2020 / 10,Queens,4,09,409,4502.7,426.2,711.4
2020 / 10,Queens,4,10,410,4411.8,405.1,603.2
2020 / 10,Queens,4,11,411,3416.8,485.9,496
2020 / 10,Queens,4,12,412,7619.4,583.4,1016.4
2020 / 10,Queens,4,13,413,6140.8,550.9,950.2
2020 / 10,Queens,4,14,414,3438.8,305.6,344.3
2020 / 10,Staten Island,5,01,501,6093.6,646.1,884.2
2020 / 10,Staten Island,5,02,502,4691.7,577.1,666.6
2020 / 10,Staten Island,5,03,503,6406.3,840.8,828.1
2020 / 09,Manhattan,1,01,101,1329.3,356.9,224.4
2020 / 09,Manhattan,1,02,102,1911.4,452.7,325.3
2020 / 09,Manhattan,1,03,103,3016.1,392.8,339.8
2020 / 09,Manhattan,1,04,104,2400.6,471.3,383.2
2020 / 09,Manhattan,1,05,105,1269.8,300.8,201.5
2020 / 09,Manhattan,1,06,106,2793.8,515.8,391.2
2020 / 09,Manhattan,1,07,107,4562.1,1007.1,731.3
2020 / 09,Manhattan,1,08,108,4808.4,1075.1,751.7
2020 / 09,Manhattan,1,09,109,2340.7,299.7,285.1
2020 / 09,Manhattan,1,10,110,2911.7,308.4,306.7
2020 / 09,Manhattan,1,11,111,2350.7,262.2,226
2020 / 09,Manhattan,1,12,112,5283.8,545.6,588.1
2020 / 09,Bronx,2,01,201,2354.1,184,190.4
2020 / 09,Bronx,2,02,202,1693.1,128.6,165.3
2020 / 09,Bronx,2,03,203,2252.3,247.9,315
2020 / 09,Bronx,2,04,204,4395.7,337.2,435.2
2020 / 09,Bronx,2,05,205,3768.6,307.9,441.2
2020 / 09,Bronx,2,06,206,2477.3,272.6,300.4
2020 / 09,Bronx,2,07,207,3946.7,412.8,618.8
2020 / 09,Bronx,2,08,208,2610.6,384,440.9
2020 / 09,Bronx,2,09,209,4236,289.9,465.1
2020 / 09,Bronx,2,10,210,2995.5,310.4,496.1
2020 / 09,Bronx,2,11,211,3443.4,281.5,447.6
2020 / 09,Bronx,2,12,212,4504,434.2,684.9
2020 / 09,Brooklyn,3,01,301,6165,837.2,597.4
2020 / 09,Brooklyn,3,02,302,2752.9,556.9,455.2
2020 / 09,Brooklyn,3,03,303,4779.5,528.6,512.8
2020 / 09,Brooklyn,3,04,304,3728.1,356.8,457.1
2020 / 09,Brooklyn,3,05,305,5488.9,334.7,546.5
2020 / 09,Brooklyn,3,06,306,2367.9,585.7,448.8
2020 / 09,Brooklyn,3,07,307,3650.2,453.2,450.6
2020 / 09,Brooklyn,3,08,308,2974.2,382.4,367
2020 / 09,Brooklyn,3,09,309,3246.4,341.9,301.6
2020 / 09,Brooklyn,3,10,310,3693.2,528.5,522.8
2020 / 09,Brooklyn,3,11,311,5520.2,639.9,617.5
2020 / 09,Brooklyn,3,12,312,6959.8,832.1,403.1
2020 / 09,Brooklyn,3,13,313,2349.3,204.3,261.1
2020 / 09,Brooklyn,3,14,314,5222.1,491,497.3
2020 / 09,Brooklyn,3,15,315,5053.9,587,554.5
2020 / 09,Brooklyn,3,16,316,2575.8,125,217.5
2020 / 09,Brooklyn,3,17,317,4968.1,353.6,545.3
2020 / 09,Brooklyn,3,18,318,6346.2,607,737
2020 / 09,Queens,4,01,401,4416.9,675.1,723.6
2020 / 09,Queens,4,02,402,3434.5,475.1,465.3
2020 / 09,Queens,4,03,403,5584.6,433.2,625.9
2020 / 09,Queens,4,04,404,4453.7,377.3,592.7
2020 / 09,Queens,4,05,405,5552.1,647.6,867.9
2020 / 09,Queens,4,06,406,3133.3,436.8,419.6
2020 / 09,Queens,4,07,407,7466.3,809,876.2
2020 / 09,Queens,4,08,408,4266.4,489.9,468.4
2020 / 09,Queens,4,09,409,4600.2,428,748.1
2020 / 09,Queens,4,10,410,4531.6,392.5,611.9
2020 / 09,Queens,4,11,411,3511.2,495.6,520.5
2020 / 09,Queens,4,12,412,7848.3,550.9,1039.3
2020 / 09,Queens,4,13,413,6561.8,520,985.4
2020 / 09,Queens,4,14,414,3713.5,278.8,341.9
2020 / 09,Staten Island,5,01,501,6081.8,612.6,892.7
2020 / 09,Staten Island,5,02,502,4765.5,549.2,724.6
2020 / 09,Staten Island,5,03,503,6615.1,788.9,818.6
2020 / 08,Manhattan,1,01,101,1209.4,300.9,219.1
2020 / 08,Manhattan,1,02,102,1816.1,349.4,293.8
2020 / 08,Manhattan,1,03,103,3037.6,345.7,332.7
2020 / 08,Manhattan,1,04,104,2382.1,430,391.8
2020 / 08,Manhattan,1,05,105,1256.4,227.3,163.6
2020 / 08,Manhattan,1,06,106,2707.7,444.7,390.6
2020 / 08,Manhattan,1,07,107,4379,890.3,729.1
2020 / 08,Manhattan,1,08,108,4348.4,866.6,722.1
2020 / 08,Manhattan,1,09,109,2460.9,280.4,308.9
2020 / 08,Manhattan,1,10,110,2965.8,269.5,271.4
